DataSeries,20254Q,20253Q,20252Q,20251Q,20244Q,20243Q,20242Q,20241Q,20234Q,20233Q,20232Q,20231Q,20224Q,20223Q,20222Q,20221Q,20214Q,20213Q,20212Q,20211Q,20204Q,20203Q,20202Q,20201Q,20194Q,20193Q,20192Q,20191Q,20184Q,20183Q,20182Q,20181Q,20174Q,20173Q,20172Q,20171Q,20164Q,20163Q,20162Q,20161Q,20154Q,20153Q,20152Q,20151Q,20144Q,20143Q,20142Q,20141Q,20134Q,20133Q,20132Q,20131Q,20124Q,20123Q,20122Q,20121Q,20114Q,20113Q,20112Q,20111Q,20104Q,20103Q,20102Q,20101Q,20094Q,20093Q,20092Q,20091Q,20084Q,20083Q,20082Q,20081Q,20074Q,20073Q,20072Q,20071Q,20064Q,20063Q,20062Q,20061Q,20054Q,20053Q,20052Q,20051Q,20044Q,20043Q,20042Q,20041Q,20034Q,20033Q,20032Q,20031Q,20024Q,20023Q,20022Q,20021Q,20014Q,20013Q,20012Q,20011Q,20004Q,20003Q,20002Q,20001Q,19994Q,19993Q,19992Q,19991Q,19984Q,19983Q,19982Q,19981Q,19974Q,19973Q,19972Q,19971Q,19964Q,19963Q,19962Q,19961Q,19954Q,19953Q,19952Q,19951Q,19944Q,19943Q,19942Q,19941Q,19934Q,19933Q,19932Q,19931Q,19924Q,19923Q,19922Q,19921Q,19914Q,19913Q,19912Q,19911Q,19904Q,19903Q,19902Q,19901Q
HDB Resale Price Index,203.6,203.7,202.9,201,197.9,192.9,187.9,183.7,180.4,178.5,176.2,173.6,171.9,168.1,163.9,159.5,155.7,150.6,146.4,142.2,138.1,133.9,131.9,131.5,131.5,130.9,130.8,131,131.4,131.6,131.7,131.6,132.6,132.8,133.7,133.9,134.6,134.7,134.7,134.7,134.8,134.6,135,135.6,137,139.1,141.5,143.5,145.8,148.1,149.4,148.6,146.7,143.1,140.3,138.5,137.7,135.4,130.4,126.4,124.4,121.3,116.6,112.1,109,105,101.4,100,100.8,99.4,95.4,91.3,88,83.2,78.1,75.8,74.9,74.2,74.3,73.6,73.5,73.2,73.5,77.2,77.1,76.3,76.2,75.3,75.1,74.3,72.5,71,69.9,69.9,69.2,69.1,69.6,70.6,72.1,73.2,75.8,77.6,79.3,80.3,79.8,78.1,72.2,71.2,72.3,74.9,78.3,81.7,88,93.6,97.5,98.6,99,96.4,90.9,80.5,73.7,67.7,63.9,57.3,54.8,54.6,51.7,50.4,49,47.7,39.6,30.2,28.6,28,27.4,25.8,25.1,25.2,25.5,24.9,24.7,25,24.4,24.3
