listing_url,price,town,bedrooms,bathrooms,area,floor,tenure,property_type,listing_id,address_from_url,postal_code,onemap_full_address,onemap_road_name,latitude,longitude,nearest_mrt_name,nearest_mrt_exit,nearest_mrt_distance_m,num_mrt_within_1000m,nearest_clinic_name,nearest_clinic_distance_m,nearest_park_name,nearest_park_distance_m,nearest_community_club_name,nearest_community_club_distance_m,nearest_hawker_name,nearest_hawker_distance_m,num_clinic_within_1000m,num_park_within_1000m,num_community_club_within_1000m,num_hawker_within_1000m,num_amenities_within_1000m
https://www.propertyguru.com.sg/listing/hdb-for-sale-82a-circuit-road-500036534,"S$ 870,000",Clementi,2,2,732 sqft,High Floor,,HDB,500036534,82A Circuit Road,371082,82A CIRCUIT ROAD MACPHERSON SPRING SINGAPORE 371082,CIRCUIT ROAD,1.324289107,103.8897605,MACPHERSON MRT STATION,Exit C,143.2,4,,204.2,GEYLANG EAST PK,324.5,MacPherson CC,593.4,Circuit Road Blk 89,487.3,15,2,1,4,22
https://www.propertyguru.com.sg/listing/hdb-for-sale-429-clementi-avenue-3-500046834,"S$ 568,000",Clementi,3,2,979 sqft,,,HDB,500046834,429 Clementi Avenue 3,120429,429 CLEMENTI AVENUE 3 SINGAPORE 120429,CLEMENTI AVENUE 3,1.312912189,103.762861,CLEMENTI MRT STATION,Exit D,327.9,1,,123.3,WEST COAST PLACE PLAYGROUND,424.6,Clementi CC,879.2,Clementi Ave 3 Blk 448,189.7,26,6,1,4,37
https://www.propertyguru.com.sg/listing/hdb-for-sale-525c-costa-ris-500045022,"S$ 948,888",Clementi,3,2,"1,216 sqft",High Floor,,HDB,500045022,525C Costa Ris,513525,525C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513525,PASIR RIS STREET 51,1.369960491,103.9474521,PASIR RIS MRT STATION,Exit B,373.9,1,,60.5,TAMPINES ECO GREEN PK,365.5,Pasir Ris Elias CC,1087.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),2736.8,4,6,0,0,10
https://www.propertyguru.com.sg/listing/hdb-for-sale-154-jalan-teck-whye-60231247,"S$ 700,000",Bukit Panjang,3,2,"1,302 sqft",,,HDB,60231247,154 Jalan Teck Whye,680154,154 JALAN TECK WHYE SINGAPORE 680154,JALAN TECK WHYE,1.379644876,103.757747,PHOENIX LRT STATION,Exit A,127.1,6,,215,RAIL CORRIDOR,276,Chua Chu Kang CC,671.4,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),4576.3,12,3,2,0,17
https://www.propertyguru.com.sg/listing/hdb-for-sale-607-elias-road-60137554,"S$ 988,000",Clementi,3,2,"1,604 sqft",,,HDB,60137554,607 Elias Road,510607,607 ELIAS ROAD SINGAPORE 510607,ELIAS ROAD,1.376386083,103.9424626,PASIR RIS MRT STATION,Exit B,837.5,1,,250.9,SG API API PK,266.1,Pasir Ris Elias CC,225.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),3437.7,11,3,2,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-607-elias-road-60137554,"S$ 988,000",Clementi,3,2,"1,604 sqft",,,HDB,60137554,607 Elias Road,510607,607 ELIAS ROAD SINGAPORE 510607,ELIAS ROAD,1.376386083,103.9424626,PASIR RIS MRT STATION,Exit B,837.5,1,,250.9,SG API API PK,266.1,Pasir Ris Elias CC,225.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),3437.7,11,3,2,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-607-elias-road-60137554,"S$ 988,000",Clementi,3,2,"1,604 sqft",,,HDB,60137554,607 Elias Road,510607,607 ELIAS ROAD SINGAPORE 510607,ELIAS ROAD,1.376386083,103.9424626,PASIR RIS MRT STATION,Exit B,837.5,1,,250.9,SG API API PK,266.1,Pasir Ris Elias CC,225.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),3437.7,11,3,2,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-607-elias-road-60137554,"S$ 988,000",Clementi,3,2,"1,604 sqft",,,HDB,60137554,607 Elias Road,510607,607 ELIAS ROAD SINGAPORE 510607,ELIAS ROAD,1.376386083,103.9424626,PASIR RIS MRT STATION,Exit B,837.5,1,,250.9,SG API API PK,266.1,Pasir Ris Elias CC,225.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),3437.7,11,3,2,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-211-choa-chu-kang-central-500054635,"S$ 590,000",Bukit Panjang,3,2,"1,130 sqft",High floor,,HDB,500054635,211 Choa Chu Kang Central,680211,211 CHOA CHU KANG CENTRAL SINGAPORE 680211,CHOA CHU KANG CENTRAL,1.381921057,103.7479012,SOUTH VIEW LRT STATION,Exit A,358.5,5,,257.3,CHOA CHU KANG PK,275,Keat Hong CC,407.4,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),4397.6,17,2,2,0,21
https://www.propertyguru.com.sg/listing/hdb-for-sale-402-admiralty-link-60183196,"S$ 580,000",Choa Chu Kang,3,2,"1,183 sqft",,,HDB,60183196,402 Admiralty Link,750402,402 ADMIRALTY LINK SINGAPORE 750402,ADMIRALTY LINK,1.453890539,103.8157691,SEMBAWANG MRT STATION,Exit C,686.4,1,,171.4,PARK AT SEMBAWANG ALLEY,642.4,Canberra CC,1061.5,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2859.6,10,2,0,0,12
https://www.propertyguru.com.sg/listing/hdb-for-sale-402-admiralty-link-60183196,"S$ 580,000",Choa Chu Kang,3,2,"1,183 sqft",,,HDB,60183196,402 Admiralty Link,750402,402 ADMIRALTY LINK SINGAPORE 750402,ADMIRALTY LINK,1.453890539,103.8157691,SEMBAWANG MRT STATION,Exit C,686.4,1,,171.4,PARK AT SEMBAWANG ALLEY,642.4,Canberra CC,1061.5,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2859.6,10,2,0,0,12
https://www.propertyguru.com.sg/listing/hdb-for-sale-322-bukit-batok-street-33-60195820,"S$ 508,888",Bukit Batok,3,2,"1,001 sqft",High Floor,,HDB,60195820,322 Bukit Batok Street 33,650322,322 BUKIT BATOK STREET 33 SINGAPORE 650322,BUKIT BATOK STREET 33,1.361667384,103.747725,BUKIT GOMBAK MRT STATION,Exit C,530.2,1,,216.2,BUKIT BATOK TOWN PARK,649.7,Hong Kah North CC,346.9,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),2296.9,10,3,1,0,14
https://www.propertyguru.com.sg/listing/hdb-for-sale-596a-ang-mo-kio-street-52-500012536,"S$ 1,010,000",Ang Mo Kio,3,2,"1,184 sqft",High Floor,,HDB,500012536,596A Ang Mo Kio Street 52,561596,596A ANG MO KIO STREET 52 CITY VIEW @ CHENG SAN SINGAPORE 561596,ANG MO KIO STREET 52,1.37243024,103.8509492,ANG MO KIO MRT STATION,Exit D,308.3,1,,280.5,ANG MO KIO TOWN GARDEN EAST,71.3,Cheng San CC (Pending U/C),169.5,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),392.3,37,2,1,4,44
https://www.propertyguru.com.sg/listing/hdb-for-sale-969-hougang-street-91-500008837,"S$ 628,888",Clementi,3,2,"1,012 sqft",High Floor,,HDB,500008837,969 Hougang Street 91,530969,969 HOUGANG STREET 91 SINGAPORE 530969,HOUGANG STREET 91,1.378759489,103.8794964,TONGKANG LRT STATION,Exit A,1358.5,0,,232.1,LUXUS HILLS PARK,401.9,Ci Yuan CC,549.9,Chomp Chomp Food Centre,2159.5,21,4,2,0,27
https://www.propertyguru.com.sg/listing/hdb-for-sale-339a-sembawang-close-60225745,"S$ 650,000",Clementi,5,2,"1,227 sqft",,,HDB,60225745,339A Sembawang Close,751339,339A SEMBAWANG CLOSE SUN TRELLIS SINGAPORE 751339,SEMBAWANG CLOSE,1.44801536,103.8178809,SEMBAWANG MRT STATION,Exit B,228.2,1,,181.5,PARK AT SEMBAWANG ALLEY,116.7,Canberra CC,373.3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2182.3,11,4,1,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-442-fajar-road-60096842,"S$ 673,000",Bukit Panjang,4,2,"1,270 sqft",High floor,,HDB,60096842,442 Fajar Road,670442,442 FAJAR ROAD SINGAPORE 670442,FAJAR ROAD,1.382251153,103.7712357,FAJAR LRT STATION,Exit A,252.6,7,,155.9,ZHENGHUA NATURE PARK,328.3,Zhenghua CC (Pending U/C),504.7,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),5680.5,17,4,3,0,24
https://www.propertyguru.com.sg/listing/hdb-for-sale-442-fajar-road-60096842,"S$ 673,000",Bukit Panjang,4,2,"1,270 sqft",High floor,,HDB,60096842,442 Fajar Road,670442,442 FAJAR ROAD SINGAPORE 670442,FAJAR ROAD,1.382251153,103.7712357,FAJAR LRT STATION,Exit A,252.6,7,,155.9,ZHENGHUA NATURE PARK,328.3,Zhenghua CC (Pending U/C),504.7,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),5680.5,17,4,3,0,24
https://www.propertyguru.com.sg/listing/hdb-for-sale-442-fajar-road-60096842,"S$ 673,000",Bukit Panjang,4,2,"1,270 sqft",High floor,,HDB,60096842,442 Fajar Road,670442,442 FAJAR ROAD SINGAPORE 670442,FAJAR ROAD,1.382251153,103.7712357,FAJAR LRT STATION,Exit A,252.6,7,,155.9,ZHENGHUA NATURE PARK,328.3,Zhenghua CC (Pending U/C),504.7,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),5680.5,17,4,3,0,24
https://www.propertyguru.com.sg/listing/hdb-for-sale-442-fajar-road-60096842,"S$ 673,000",Bukit Panjang,4,2,"1,270 sqft",High floor,,HDB,60096842,442 Fajar Road,670442,442 FAJAR ROAD SINGAPORE 670442,FAJAR ROAD,1.382251153,103.7712357,FAJAR LRT STATION,Exit A,252.6,7,,155.9,ZHENGHUA NATURE PARK,328.3,Zhenghua CC (Pending U/C),504.7,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),5680.5,17,4,3,0,24
https://www.propertyguru.com.sg/listing/hdb-for-sale-145-bishan-street-11-60222966,"S$ 680,000",Ang Mo Kio,3,2,904 sqft,High Floor,99-year leasehold,HDB,60222966,145 Bishan Street 11,570145,145 BISHAN STREET 11 BISHAN GREEN SINGAPORE 570145,BISHAN STREET 11,1.344886009,103.8542845,BISHAN MRT STATION,Exit D,819.5,2,,94.1,KALLANG LINEAR PARK,529.5,Bishan CC,661.9,Toa Payoh Lorong 8 Blk 210,511.6,19,4,2,3,28
https://www.propertyguru.com.sg/listing/hdb-for-sale-145-bishan-street-11-60222966,"S$ 680,000",Ang Mo Kio,3,2,904 sqft,High Floor,99-year leasehold,HDB,60222966,145 Bishan Street 11,570145,145 BISHAN STREET 11 BISHAN GREEN SINGAPORE 570145,BISHAN STREET 11,1.344886009,103.8542845,BISHAN MRT STATION,Exit D,819.5,2,,94.1,KALLANG LINEAR PARK,529.5,Bishan CC,661.9,Toa Payoh Lorong 8 Blk 210,511.6,19,4,2,3,28
https://www.propertyguru.com.sg/listing/hdb-for-sale-104-potong-pasir-avenue-1-500069474,"S$ 618,000",Clementi,2,2,797 sqft,High Floor,,HDB,500069474,104 Potong Pasir Avenue 1,350104,104 POTONG PASIR AVENUE 1 SINGAPORE 350104,POTONG PASIR AVENUE 1,1.334339169,103.8691589,POTONG PASIR MRT STATION,Exit A,171.4,2,,146.2,GREENWAY SOUTH,109.4,Potong Pasir CC,309.1,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),1357.7,8,8,2,0,18
https://www.propertyguru.com.sg/listing/hdb-for-sale-365c-sembawang-crescent-500064272,"S$ 515,000",Clementi,2,2,731 sqft,Mid Floor,,HDB,500064272,365C Sembawang Crescent,753365,365C SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 753365,SEMBAWANG CRESCENT,1.443395787,103.8169869,SEMBAWANG MRT STATION,Exit B,671,1,,134.3,LEGUNDI PK,568.4,Canberra CC,331.4,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1843.3,7,4,1,0,12
https://www.propertyguru.com.sg/listing/hdb-for-sale-91a-telok-blangah-street-31-60205366,"S$ 965,000",Bukit Merah,3,2,"1,001 sqft",,,HDB,60205366,91A Telok Blangah Street 31,101091,91A TELOK BLANGAH STREET 31 TELOK BLANGAH PARCVIEW SINGAPORE 101091,TELOK BLANGAH STREET 31,1.276661921,103.807128,TELOK BLANGAH MRT STATION,Exit A,725,2,,360.9,TELOK BLANGAH HILL PARK,144,Telok Blangah CC,215.6,Telok Blangah Drive Blk 82 (Telok Blangah Market),318.2,13,6,1,2,22
https://www.propertyguru.com.sg/listing/hdb-for-sale-88-dawson-road-60099670,"S$ 950,000",Clementi,3,2,893 sqft,,,HDB,60099670,88 Dawson Road,142088,88 DAWSON ROAD SKYVILLE @ DAWSON SINGAPORE 142088,DAWSON ROAD,1.29579395,103.8092648,QUEENSTOWN MRT STATION,Exit B,366.4,1,,76,RAIL CORRIDOR,1152.6,Leng Kee CC,879.8,Mei Chin Road Blk 159 (Mei Chin Road Market),762.3,13,0,2,2,17
https://www.propertyguru.com.sg/listing/hdb-for-sale-88-dawson-road-60099670,"S$ 950,000",Clementi,3,2,893 sqft,,,HDB,60099670,88 Dawson Road,142088,88 DAWSON ROAD SKYVILLE @ DAWSON SINGAPORE 142088,DAWSON ROAD,1.29579395,103.8092648,QUEENSTOWN MRT STATION,Exit B,366.4,1,,76,RAIL CORRIDOR,1152.6,Leng Kee CC,879.8,Mei Chin Road Blk 159 (Mei Chin Road Market),762.3,13,0,2,2,17
https://www.propertyguru.com.sg/listing/hdb-for-sale-690d-choa-chu-kang-crescent-60102601,"S$ 580,000",Bukit Batok,3,2,"1,184 sqft",MID FLOOR,,HDB,60102601,690D Choa Chu Kang Crescent,684690,690D CHOA CHU KANG CRESCENT SINGAPORE 684690,CHOA CHU KANG CRESCENT,1.402149787,103.7521016,YEW TEE MRT STATION,Exit B,696.9,1,,719.4,RAIL CORRIDOR,85.4,Yew Tee CC,1145.8,Marsiling Lane Blk 20/21,5338.8,6,2,0,0,8
https://www.propertyguru.com.sg/listing/hdb-for-sale-690d-choa-chu-kang-crescent-60102601,"S$ 580,000",Bukit Batok,3,2,"1,184 sqft",MID FLOOR,,HDB,60102601,690D Choa Chu Kang Crescent,684690,690D CHOA CHU KANG CRESCENT SINGAPORE 684690,CHOA CHU KANG CRESCENT,1.402149787,103.7521016,YEW TEE MRT STATION,Exit B,696.9,1,,719.4,RAIL CORRIDOR,85.4,Limbang CO c/o Yew Tee CC,1145.8,Marsiling Lane Blk 20/21,5338.8,6,2,0,0,8
https://www.propertyguru.com.sg/listing/hdb-for-sale-690d-choa-chu-kang-crescent-60102601,"S$ 580,000",Bukit Batok,3,2,"1,184 sqft",MID FLOOR,,HDB,60102601,690D Choa Chu Kang Crescent,684690,690D CHOA CHU KANG CRESCENT SINGAPORE 684690,CHOA CHU KANG CRESCENT,1.402149787,103.7521016,YEW TEE MRT STATION,Exit B,696.9,1,,719.4,RAIL CORRIDOR,85.4,Yew Tee CC,1145.8,Marsiling Lane Blk 20/21,5338.8,6,2,0,0,8
https://www.propertyguru.com.sg/listing/hdb-for-sale-690d-choa-chu-kang-crescent-60102601,"S$ 580,000",Bukit Batok,3,2,"1,184 sqft",MID FLOOR,,HDB,60102601,690D Choa Chu Kang Crescent,684690,690D CHOA CHU KANG CRESCENT SINGAPORE 684690,CHOA CHU KANG CRESCENT,1.402149787,103.7521016,YEW TEE MRT STATION,Exit B,696.9,1,,719.4,RAIL CORRIDOR,85.4,Limbang CO c/o Yew Tee CC,1145.8,Marsiling Lane Blk 20/21,5338.8,6,2,0,0,8
https://www.propertyguru.com.sg/listing/hdb-for-sale-103a-bidadari-park-drive-500057657,"S$ 800,000",Clementi,2,2,732 sqft,,,HDB,500057657,103A Bidadari Park Drive,341103,103A BIDADARI PARK DRIVE ALKAFF COURTVIEW SINGAPORE 341103,BIDADARI PARK DRIVE,1.335609604,103.8717276,WOODLEIGH MRT STATION,Exit A,332.5,2,,170.5,GREENWAY SOUTH,47.6,Bidadari CC (U/C),345.2,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),1576,11,8,2,0,21
https://www.propertyguru.com.sg/listing/hdb-for-sale-752-woodlands-circle-60198640,"S$ 648,888",Clementi,3,2,"1,302 sqft",High floor,,HDB,60198640,752 Woodlands Circle,730752,752 WOODLANDS CIRCLE SINGAPORE 730752,WOODLANDS CIRCLE,1.44560469,103.7949086,ADMIRALTY MRT STATION,Exit C,836.5,1,,320.1,ADMIRALTY PK,1149.3,Woodlands CC (Pending U/C),986.6,Marsiling Lane Blk 20/21,2006.9,16,0,1,0,17
https://www.propertyguru.com.sg/listing/hdb-for-sale-91a-telok-blangah-street-31-60127662,"S$ 900,000",Bukit Merah,3,2,"1,001 sqft",,,HDB,60127662,91A Telok Blangah Street 31,101091,91A TELOK BLANGAH STREET 31 TELOK BLANGAH PARCVIEW SINGAPORE 101091,TELOK BLANGAH STREET 31,1.276661921,103.807128,TELOK BLANGAH MRT STATION,Exit A,725,2,,360.9,TELOK BLANGAH HILL PARK,144,Telok Blangah CC,215.6,Telok Blangah Drive Blk 82 (Telok Blangah Market),318.2,13,6,1,2,22
https://www.propertyguru.com.sg/listing/hdb-for-sale-128-bukit-merah-view-60230570,"S$ 440,000",Bukit Merah,2,2,699 sqft,High Floor,,HDB,60230570,128 Bukit Merah View,150128,128 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 150128,BUKIT MERAH VIEW,1.282646752,103.8233271,TIONG BAHRU MRT STATION,Exit A,533.6,1,,252.5,RAIL CORRIDOR,317.1,Henderson CC,371.9,Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),357.6,29,5,4,8,46
https://www.propertyguru.com.sg/listing/for-sale-pinery-residences-500074730,"S$ 1,498,000",Bedok,2,2,624 sqft,,,HDB,500074730,For Sale Pinery Residences,,,,,,,,,,,,,,,,,,,,,,
https://www.propertyguru.com.sg/listing/for-sale-pinery-residences-500074663,"S$ 1,930,000",Bedok,3,3,807 sqft,,,HDB,500074663,For Sale Pinery Residences,,,,,,,,,,,,,,,,,,,,,,
https://www.propertyguru.com.sg/listing/for-sale-pinery-residences-500074724,"S$ 3,508,000",Bedok,5,4,"1,475 sqft",,,HDB,500074724,For Sale Pinery Residences,,,,,,,,,,,,,,,,,,,,,,
https://www.propertyguru.com.sg/listing/hdb-for-sale-104a-bidadari-park-drive-60224895,"S$ 1,148,000",Clementi,3,2,"1,001 sqft",,,HDB,60224895,104A Bidadari Park Drive,341104,104A BIDADARI PARK DRIVE ALKAFF COURTVIEW SINGAPORE 341104,BIDADARI PARK DRIVE,1.335321978,103.870934,WOODLEIGH MRT STATION,Exit A,352.6,2,,135.7,GREENWAY SOUTH,91.9,Bidadari CC (U/C),385.7,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),1535.9,9,7,2,0,18
https://www.propertyguru.com.sg/listing/hdb-for-sale-264-toa-payoh-apex-60180616,"S$ 1,300,000",Clementi,3,2,"1,001 sqft",High Floor,,HDB,60180616,264 Toa Payoh Apex,310264,264 TOA PAYOH EAST TOA PAYOH APEX SINGAPORE 310264,TOA PAYOH EAST,1.332464536,103.8552375,TOA PAYOH MRT STATION,Exit A,836.3,1,,342,TOA PAYOH TOWN PK,645.8,Toa Payoh East CC (Pending relocation),425.6,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),377.8,29,2,4,5,40
https://www.propertyguru.com.sg/listing/hdb-for-sale-118a-alkaff-crescent-60128045,"S$ 1,048,000",Clementi,3,2,"1,001 sqft",,,HDB,60128045,118A Alkaff Crescent,341118,118A ALKAFF CRESCENT ALKAFF LAKEVIEW SINGAPORE 341118,ALKAFF CRESCENT,1.336490284,103.8737773,WOODLEIGH MRT STATION,Exit A,386.7,3,,135.2,GREENWAY SOUTH,143.5,Bidadari CC (U/C),341.1,Circuit Road Blk 79/79A,1664.7,10,10,2,0,22
https://www.propertyguru.com.sg/listing/hdb-for-sale-532-woodlands-drive-14-60223835,"S$ 689,999",Clementi,4,2,"1,334 sqft",,,HDB,60223835,532 Woodlands Drive 14,730532,532 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730532,WOODLANDS DRIVE 14,1.430800055,103.7923732,WOODLANDS SOUTH MRT STATION,Exit 2,371.8,2,,173.3,WOODLANDS HEALING GARDEN,563.3,ACE The Place CC,366,Marsiling Lane Blk 20/21,2207,13,1,2,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-530a-pasir-ris-drive-1-500079942,"S$ 770,000",Clementi,3,2,926 sqft,,,HDB,500079942,530A Pasir Ris Drive 1,511530,530A PASIR RIS DRIVE 1 PASIR RIS ONE SINGAPORE 511530,PASIR RIS DRIVE 1,1.371140539,103.9498505,PASIR RIS MRT STATION,Exit A,196.7,1,,145.5,PASIR RIS TOWN PK,149.4,Pasir Ris East CC,1077.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),2907.8,10,6,0,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-530a-pasir-ris-drive-1-500079942,"S$ 770,000",Clementi,3,2,926 sqft,,,HDB,500079942,530A Pasir Ris Drive 1,511530,530A PASIR RIS DRIVE 1 PASIR RIS ONE SINGAPORE 511530,PASIR RIS DRIVE 1,1.371140539,103.9498505,PASIR RIS MRT STATION,Exit A,196.7,1,,145.5,PASIR RIS TOWN PK,149.4,Pasir Ris East CC,1077.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),2907.8,10,6,0,0,16
https://www.propertyguru.com.sg/listing/hdb-for-sale-263-tampines-street-21-500066192,"S$ 638,888",Clementi,3,2,"1,152 sqft",,,HDB,500066192,263 Tampines Street 21,520263,263 TAMPINES STREET 21 SINGAPORE 520263,TAMPINES STREET 21,1.35330603,103.9511443,TAMPINES EAST MRT STATION,Exit B,514.2,2,,208.3,SUN PLAZA PK,864,Tampines East CC,386.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1138,35,2,3,0,40
https://www.propertyguru.com.sg/listing/hdb-for-sale-263-tampines-street-21-500066192,"S$ 638,888",Clementi,3,2,"1,152 sqft",,,HDB,500066192,263 Tampines Street 21,520263,263 TAMPINES STREET 21 SINGAPORE 520263,TAMPINES STREET 21,1.35330603,103.9511443,TAMPINES EAST MRT STATION,Exit B,514.2,2,,208.3,SUN PLAZA PK,864,Tampines East CC,386.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1138,35,2,3,0,40
https://www.propertyguru.com.sg/listing/hdb-for-sale-263-tampines-street-21-500066192,"S$ 638,888",Clementi,3,2,"1,152 sqft",,,HDB,500066192,263 Tampines Street 21,520263,263 TAMPINES STREET 21 SINGAPORE 520263,TAMPINES STREET 21,1.35330603,103.9511443,TAMPINES EAST MRT STATION,Exit B,514.2,2,,208.3,SUN PLAZA PK,864,Tampines East CC,386.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1138,35,2,3,0,40
https://www.propertyguru.com.sg/listing/hdb-for-sale-207-tampines-street-21-500076720,"S$ 800,000",Clementi,4,2,"1,431 sqft",,,HDB,500076720,207 Tampines Street 21,520207,207 TAMPINES STREET 21 SINGAPORE 520207,TAMPINES STREET 21,1.351362712,103.9522262,TAMPINES EAST MRT STATION,Exit B,570.6,3,,181.1,JLN PELATOK PG,1012.1,Tampines East CC,345.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1073.9,37,0,4,0,41
https://www.propertyguru.com.sg/listing/hdb-for-sale-207-tampines-street-21-500076720,"S$ 800,000",Clementi,4,2,"1,431 sqft",,,HDB,500076720,207 Tampines Street 21,520207,207 TAMPINES STREET 21 SINGAPORE 520207,TAMPINES STREET 21,1.351362712,103.9522262,TAMPINES EAST MRT STATION,Exit B,570.6,3,,181.1,JLN PELATOK PG,1012.1,Tampines East CC,345.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1073.9,37,0,4,0,41
https://www.propertyguru.com.sg/listing/hdb-for-sale-207-tampines-street-21-500076720,"S$ 800,000",Clementi,4,2,"1,431 sqft",,,HDB,500076720,207 Tampines Street 21,520207,207 TAMPINES STREET 21 SINGAPORE 520207,TAMPINES STREET 21,1.351362712,103.9522262,TAMPINES EAST MRT STATION,Exit B,570.6,3,,181.1,JLN PELATOK PG,1012.1,Tampines East CC,345.9,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1073.9,37,0,4,0,41
https://www.propertyguru.com.sg/listing/hdb-for-sale-135-potong-pasir-avenue-3-500062293,"S$ 700,000",Clementi,3,2,"1,108 sqft",,,HDB,500062293,135 Potong Pasir Avenue 3,350135,135 POTONG PASIR AVENUE 3 SINGAPORE 350135,POTONG PASIR AVENUE 3,1.334690587,103.8668243,POTONG PASIR MRT STATION,Exit A,317,2,,279.1,GREENWAY SOUTH,372,Potong Pasir CC,239.4,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),1095.6,8,9,3,0,20
https://www.propertyguru.com.sg/listing/hdb-for-sale-135-potong-pasir-avenue-3-500062293,"S$ 700,000",Clementi,3,2,"1,108 sqft",,,HDB,500062293,135 Potong Pasir Avenue 3,350135,135 POTONG PASIR AVENUE 3 SINGAPORE 350135,POTONG PASIR AVENUE 3,1.334690587,103.8668243,POTONG PASIR MRT STATION,Exit A,317,2,,279.1,GREENWAY SOUTH,372,Potong Pasir CC,239.4,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),1095.6,8,9,3,0,20
https://www.propertyguru.com.sg/listing/hdb-for-sale-437-fajar-road-60237843,"S$ 530,000",Bukit Panjang,3,2,"1,076 sqft",,,HDB,60237843,437 Fajar Road,670437,437 FAJAR ROAD SINGAPORE 670437,FAJAR ROAD,1.382509573,103.7695481,FAJAR LRT STATION,Exit A,250,9,,143.5,ZHENGHUA NATURE PARK,455.6,Zhenghua CC (Pending U/C),523.4,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),5581.2,19,3,3,0,25
https://www.propertyguru.com.sg/listing/hdb-for-sale-337-bukit-batok-street-34-60226701,"S$ 490,000",Bukit Batok,3,1,904 sqft,,,HDB,60226701,337 Bukit Batok Street 34,650337,337 BUKIT BATOK STREET 34 SINGAPORE 650337,BUKIT BATOK STREET 34,1.363482964,103.7493934,BUKIT GOMBAK MRT STATION,Exit D,543.3,1,,283,BUKIT GOMBAK PARK,390.2,Hong Kah North CC,489.2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),2563.3,8,4,1,0,13
https://www.propertyguru.com.sg/listing/hdb-for-sale-54-havelock-road-500016999,"S$ 840,000",Bukit Merah,2,2,742 sqft,,,HDB,500016999,54 Havelock Road,161054,54 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161054,HAVELOCK ROAD,1.289308932,103.8292333,TIONG BAHRU MRT STATION,Exit B,378.9,3,,77.1,GANGES AVE OS,288,Kim Seng CC,169.1,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),154.2,20,4,3,5,32
https://www.propertyguru.com.sg/listing/hdb-for-sale-54-havelock-road-500016999,"S$ 840,000",Bukit Merah,2,2,742 sqft,,,HDB,500016999,54 Havelock Road,161054,54 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161054,HAVELOCK ROAD,1.289308932,103.8292333,TIONG BAHRU MRT STATION,Exit B,378.9,3,,77.1,GANGES AVE OS,288,Kim Seng CC,169.1,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),154.2,20,4,3,5,32
