address,latitude,longitude,matched_address,status
281 BISHAN ST 24,1.35727709271493,103.844629114303,281 BISHAN STREET 24 SINGAPORE 570281,ok
113 BISHAN ST 12,1.34723185095729,103.848808988875,113 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570113,ok
227 BISHAN ST 23,1.35807054684995,103.847138116766,227 BISHAN STREET 23 SINGAPORE 570227,ok
167 BISHAN ST 13,1.34800341123895,103.855395747158,167 BISHAN STREET 13 SINGAPORE 570167,ok
112 BISHAN ST 12,1.34681029782167,103.84904106054,112 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570112,ok
251 BISHAN ST 22,1.36191020704912,103.844170608274,251 BISHAN STREET 22 SINGAPORE 570251,ok
302 SHUNFU RD,1.34936138318074,103.839099307727,302 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570302,ok
289 BISHAN ST 24,1.35666114854932,103.844930577727,289 BISHAN STREET 24 BISHAN HEIGHTS SINGAPORE 570289,ok
248 BISHAN ST 22,1.36139715643871,103.843281258825,248 BISHAN STREET 22 SINGAPORE 570248,ok
310 SHUNFU RD,1.35085167873462,103.838679123356,310 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570310,ok
447 BRIGHT HILL DR,1.3582216078161,103.831932958776,447 BRIGHT HILL DRIVE SIN MING COURT SINGAPORE 570447,ok
217 BISHAN ST 23,1.35674001530713,103.849329508235,217 BISHAN STREET 23 SINGAPORE 570217,ok
128 BISHAN ST 12,1.34608831988483,103.850466820468,128 BISHAN STREET 12 SINGAPORE 570128,ok
183 BISHAN ST 13,1.35045853468041,103.852476179728,183 BISHAN STREET 13 SINGAPORE 570183,ok
192 BISHAN ST 13,1.34897431725156,103.851306462341,192 BISHAN STREET 13 BISHAN SPRING SINGAPORE 570192,ok
212 BISHAN ST 23,1.35627246709414,103.848249854181,212 BISHAN STREET 23 SINGAPORE 570212,ok
201 BISHAN ST 23,1.35506686853913,103.846946060532,201 BISHAN STREET 23 SINGAPORE 570201,ok
450 SIN MING AVE,1.35835553844469,103.830397807509,450 SIN MING AVENUE SIN MING COURT SINGAPORE 570450,ok
525 BT BATOK ST 52,1.35710516584321,103.752204623104,525 BUKIT BATOK STREET 52 SINGAPORE 650525,ok
501 BT BATOK ST 52,1.35149319356169,103.754998121996,501 BUKIT BATOK STREET 52 HILLGROVE GARDENS SINGAPORE 650501,ok
410 BT BATOK WEST AVE 4,1.36445863795592,103.744991611928,410 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650410,ok
408 BT BATOK WEST AVE 4,1.36481977758189,103.744989792545,408 BUKIT BATOK WEST AVENUE 4 SINGAPORE 650408,ok
423 BT BATOK WEST AVE 2,1.36215691970023,103.744946718558,423 BUKIT BATOK WEST AVENUE 2 SINGAPORE 650423,ok
272 BT BATOK EAST AVE 4,1.34879030700149,103.757864718209,272 BUKIT BATOK EAST AVENUE 4 GOMBAK PLACE SINGAPORE 650272,ok
229 BT BATOK EAST AVE 3,1.34827660376884,103.754680867021,229 BUKIT BATOK EAST AVENUE 3 SINGAPORE 650229,ok
